match_id,match_size,mutual_match,countyid_1,County_name_1,State_1,total_workers2022_1,countyid_2,County_name_2,State_2,total_workers2022_2,countyid_3,County_name_3,State_3,total_workers2022_3,RUCC_2013,Economic_Type_Label,Low_Education_2015_Update,max_labor_force_gap,match_tier
1,2,True,32029,Storey County,NV,1752.1090017501265,13053,Chattahoochee County,GA,4282.560180727392,,,,,2,Nonspecialized,0,2530.451178977266,rucc_econtype_lowed
2,2,True,5105,Perry County,AR,4401.2343951302755,48351,Newton County,TX,4569.708014339209,,,,,2,Nonspecialized,0,168.4736192089331,rucc_econtype_lowed
3,2,True,53051,Pend Oreille County,WA,4978.574810413644,22091,St. Helena Parish,LA,5058.493199154036,,,,,2,Nonspecialized,0,79.9183887403924,rucc_econtype_lowed
4,2,True,49023,Juab County,UT,5251.149198713203,35057,Torrance County,NM,5580.527878933586,,,,,2,Nonspecialized,0,329.3786802203831,rucc_econtype_lowed
5,2,True,49029,Morgan County,UT,6141.53301685187,47153,Sequatchie County,TN,6440.75459985435,,,,,2,Nonspecialized,0,299.22158300247975,rucc_econtype_lowed
6,2,True,51520,Bristol city,VA,6971.08082408458,17131,Mercer County,IL,7163.970363780856,,,,,2,Nonspecialized,0,192.8895396962762,rucc_econtype_lowed
7,2,True,13083,Dade County,GA,7170.358185328543,5053,Grant County,AR,7341.078305344716,,,,,2,Nonspecialized,0,170.7201200161726,rucc_econtype_lowed
8,2,True,51011,Appomattox County,VA,7391.58469456248,16045,Gem County,ID,8004.7806304991245,,,,,2,Nonspecialized,0,613.1959359366447,rucc_econtype_lowed
9,2,True,31159,Seward County,NE,8222.590489400834,22077,Pointe Coupee Parish,LA,8406.127473279834,,,,,2,Nonspecialized,0,183.5369838789993,rucc_econtype_lowed
10,2,True,19121,Madison County,IA,8567.696788996458,37115,Madison County,NC,8774.150628396295,,,,,2,Nonspecialized,0,206.4538393998373,rucc_econtype_lowed
11,2,True,48281,Lampasas County,TX,9107.926000834967,19105,Jones County,IA,9692.25614980905,,,,,2,Nonspecialized,0,584.3301489740843,rucc_econtype_lowed
12,2,True,45039,Fairfield County,SC,9822.171684741974,20191,Sumner County,KS,9864.363632977009,,,,,2,Nonspecialized,0,42.19194823503494,rucc_econtype_lowed
13,2,True,31177,Washington County,NE,10239.020860254765,31155,Saunders County,NE,10939.521361959465,,,,,2,Nonspecialized,0,700.5005017047006,rucc_econtype_lowed
14,2,True,22121,West Baton Rouge Parish,LA,11014.549976348877,55049,Iowa County,WI,11588.591703911778,,,,,2,Nonspecialized,0,574.0417275629006,rucc_econtype_lowed
15,2,True,47115,Marion County,TN,11732.76779217615,51775,Salem city,VA,11820.098281904124,,,,,2,Nonspecialized,0,87.33048972797405,rucc_econtype_lowed
16,2,True,28127,Simpson County,MS,12256.036223057075,39019,Carroll County,OH,12300.91016503601,,,,,2,Nonspecialized,0,44.873941978934454,rucc_econtype_lowed
17,2,True,19011,Benton County,IA,12342.31993498181,29167,Polk County,MO,12605.707291543484,,,,,2,Nonspecialized,0,263.3873565616741,rucc_econtype_lowed
18,2,True,21239,Woodford County,KY,12678.13813685393,31025,Cass County,NE,13055.83049249139,,,,,2,Nonspecialized,0,377.6923556374604,rucc_econtype_lowed
19,2,True,21089,Greenup County,KY,13061.420432418585,51023,Botetourt County,VA,14822.164407417113,,,,,2,Nonspecialized,0,1760.7439749985278,rucc_econtype_lowed
20,2,True,40111,Okmulgee County,OK,14842.650103387947,40135,Sequoyah County,OK,15488.433161616325,,,,,2,Nonspecialized,0,645.7830582283786,rucc_econtype_lowed
21,2,True,27017,Carlton County,MN,15771.9344682698,22119,Webster Parish,LA,15881.253918532282,,,,,2,Nonspecialized,0,109.31945026248286,rucc_econtype_lowed
22,2,True,20079,Harvey County,KS,16277.02279022336,53065,Stevens County,WA,17246.556632862426,,,,,2,Nonspecialized,0,969.5338426390663,rucc_econtype_lowed
23,2,True,21049,Clark County,KY,17249.84100829903,37197,Yadkin County,NC,17328.21444606781,,,,,2,Nonspecialized,0,78.3734377687797,rucc_econtype_lowed
24,2,True,37145,Person County,NC,17432.76750292303,21019,Boyd County,KY,17525.94486504793,,,,,2,Nonspecialized,0,93.17736212490126,rucc_econtype_lowed
25,2,True,29225,Webster County,MO,17691.964981327474,55045,Green County,WI,18140.952174277278,,,,,2,Nonspecialized,0,448.987192949804,rucc_econtype_lowed
26,2,True,40079,Le Flore County,OK,18567.589904785156,37169,Stokes County,NC,19334.633073751,,,,,2,Nonspecialized,0,767.0431689658435,rucc_econtype_lowed
27,2,True,37059,Davie County,NC,19887.85700005293,13029,Bryan County,GA,21773.61334642768,,,,,2,Nonspecialized,0,1885.7563463747501,rucc_econtype_lowed
28,2,True,51191,Washington County,VA,21836.901844464213,39087,Lawrence County,OH,22044.129113852978,,,,,2,Nonspecialized,0,207.2272693887644,rucc_econtype_lowed
29,2,True,47145,Roane County,TN,22225.375123620033,17073,Henry County,IL,22481.924758434296,,,,,2,Nonspecialized,0,256.5496348142624,rucc_econtype_lowed
30,2,True,42099,Perry County,PA,22520.00229542493,47105,Loudon County,TN,22804.40170094013,,,,,2,Nonspecialized,0,284.39940551519976,rucc_econtype_lowed
31,2,True,21113,Jessamine County,KY,22858.565786255058,26027,Cass County,MI,23076.136463904113,,,,,2,Nonspecialized,0,217.57067764905514,rucc_econtype_lowed
32,2,True,54079,Putnam County,WV,23108.695332854986,51067,Franklin County,VA,24035.504616320133,,,,,2,Nonspecialized,0,926.809283465147,rucc_econtype_lowed
33,2,True,48199,Hardin County,TX,24722.191043138504,1001,Autauga County,AL,25281.957900249996,,,,,2,Nonspecialized,0,559.7668571114918,rucc_econtype_lowed
34,2,True,51031,Campbell County,VA,25958.416226625908,19181,Warren County,IA,25960.832660734653,,,,,2,Nonspecialized,0,2.4164341087453067,rucc_econtype_lowed
35,2,True,48409,San Patricio County,TX,27085.630104362965,45055,Kershaw County,SC,28859.555642068386,,,,,2,Nonspecialized,0,1773.9255377054214,rucc_econtype_lowed
36,2,True,26117,Montcalm County,MI,29042.63335196895,13047,Catoosa County,GA,29941.010847999074,,,,,2,Nonspecialized,0,898.3774960301234,rucc_econtype_lowed
37,2,True,21047,Christian County,KY,30197.55385297269,18173,Warrick County,IN,30517.61769092083,,,,,2,Nonspecialized,0,320.0638379481388,rucc_econtype_lowed
38,2,True,35061,Valencia County,NM,30767.482211112976,40037,Creek County,OK,30945.96943962574,,,,,2,Nonspecialized,0,178.48722851276398,rucc_econtype_lowed
39,2,True,36053,Madison County,NY,31585.792905390263,20015,Butler County,KS,32043.473941527307,,,,,2,Nonspecialized,0,457.68103613704443,rucc_econtype_lowed
40,2,True,26159,Van Buren County,MI,33808.13797358435,37037,Chatham County,NC,34068.63341836809,,,,,2,Nonspecialized,0,260.4954447837372,rucc_econtype_lowed
41,2,True,5085,Lonoke County,AR,35259.098869590554,51019,Bedford County,VA,36429.93058482371,,,,,2,Nonspecialized,0,1170.8317152331583,rucc_econtype_lowed
42,2,True,51680,Lynchburg city,VA,36822.622754991986,40145,Wagoner County,OK,36938.169959350984,,,,,2,Nonspecialized,0,115.54720435899799,rucc_econtype_lowed
43,2,True,54011,Cabell County,WV,37478.81934905052,26037,Clinton County,MI,39223.305118640565,,,,,2,Nonspecialized,0,1744.4857695900428,rucc_econtype_lowed
44,2,True,1051,Elmore County,AL,39678.323269099,41053,Polk County,OR,39899.64696599596,,,,,2,Nonspecialized,0,221.32369689696498,rucc_econtype_lowed
45,2,True,29043,Christian County,MO,40206.93603274599,51161,Roanoke County,VA,43031.605387782154,,,,,2,Nonspecialized,0,2824.669355036167,rucc_econtype_lowed
46,2,True,19155,Pottawattamie County,IA,43263.12030017376,40131,Rogers County,OK,43982.52815931942,,,,,2,Nonspecialized,0,719.4078591456637,rucc_econtype_lowed
47,2,True,12035,Flagler County,FL,44702.48796868324,42085,Mercer County,PA,46548.09113173956,,,,,2,Nonspecialized,0,1845.6031630563157,rucc_econtype_lowed
48,2,True,51770,Roanoke city,VA,46719.80945495656,24045,Wicomico County,MD,47869.15240752697,,,,,2,Nonspecialized,0,1149.3429525704123,rucc_econtype_lowed
49,2,True,28089,Madison County,MS,49283.49622839031,37089,Henderson County,NC,50170.038562929025,,,,,2,Nonspecialized,0,886.5423345387171,rucc_econtype_lowed
50,2,True,19049,Dallas County,IA,53355.0806048481,26045,Eaton County,MI,54104.4496120743,,,,,2,Nonspecialized,0,749.3690072261961,rucc_econtype_lowed
51,2,True,22015,Bossier Parish,LA,55290.64297182898,36075,Oswego County,NY,55875.01801843176,,,,,2,Nonspecialized,0,584.3750466027777,rucc_econtype_lowed
52,2,True,34041,Warren County,NJ,56220.77012545662,5125,Saline County,AR,57892.9500044561,,,,,2,Nonspecialized,0,1672.1798789994791,rucc_econtype_lowed
53,2,True,5045,Faulkner County,AR,58895.41932220408,9015,Windham County,CT,58935.00445032539,,,,,2,Nonspecialized,0,39.585128121310845,rucc_econtype_lowed
54,2,True,47009,Blount County,TN,63091.5789937973,22005,Ascension Parish,LA,63093.931162109366,,,,,2,Nonspecialized,0,2.3521683120634407,rucc_econtype_lowed
55,2,True,22063,Livingston Parish,LA,66060.73264939466,17161,Rock Island County,IL,66920.0,,,,,2,Nonspecialized,0,859.2673506053397,rucc_econtype_lowed
56,2,True,24043,Washington County,MD,69683.4745430213,48381,Randall County,TX,71571.0,,,,,2,Nonspecialized,0,1887.5254569787066,rucc_econtype_lowed
57,2,True,28121,Rankin County,MS,74202.80654021085,45003,Aiken County,SC,74411.27257174253,,,,,2,Nonspecialized,0,208.4660315316869,rucc_econtype_lowed
58,2,True,37057,Davidson County,NC,74429.07473827148,13073,Columbia County,GA,75434.50911358744,,,,,2,Nonspecialized,0,1005.4343753159628,rucc_econtype_lowed
59,2,True,36093,Schenectady County,NY,77157.28829038143,45035,Dorchester County,SC,80628.7105511945,,,,,2,Nonspecialized,0,3471.422260813066,rucc_econtype_lowed
60,2,True,36083,Rensselaer County,NY,80849.91030001671,17143,Peoria County,IL,82518.98694511924,,,,,2,Nonspecialized,0,1669.0766451025265,rucc_econtype_lowed
61,2,True,19163,Scott County,IA,85940.24597740173,12113,Santa Rosa County,FL,86466.73639035225,,,,,2,Nonspecialized,0,526.4904129505157,rucc_econtype_lowed
62,2,True,18163,Vanderburgh County,IN,87505.5709054186,36007,Broome County,NY,87625.08754312247,,,,,2,Nonspecialized,0,119.51663770386949,rucc_econtype_lowed
63,2,True,13215,Muscogee County,GA,92630.39981240034,53005,Benton County,WA,94493.87493270265,,,,,2,Nonspecialized,0,1863.4751203023043,rucc_econtype_lowed
64,2,True,28047,Harrison County,MS,95629.0,22017,Caddo Parish,LA,98536.19648238618,,,,,2,Nonspecialized,0,2907.196482386178,rucc_econtype_lowed
65,2,True,42069,Lackawanna County,PA,99923.63347532507,39099,Mahoning County,OH,102627.35282558484,,,,,2,Nonspecialized,0,2703.7193502597656,rucc_econtype_lowed
66,2,True,31153,Sarpy County,NE,103489.55019509792,48245,Jefferson County,TX,104335.0,,,,,2,Nonspecialized,0,845.4498049020767,rucc_econtype_lowed
67,2,True,16027,Canyon County,ID,107384.33273038268,47125,Montgomery County,TN,108426.65664286108,,,,,2,Nonspecialized,0,1042.3239124784013,rucc_econtype_lowed
68,2,True,45015,Berkeley County,SC,112978.25036080182,48309,McLennan County,TX,118916.74591230872,,,,,2,Nonspecialized,0,5938.495551506901,rucc_econtype_lowed
69,2,True,19113,Linn County,IA,120088.77212950564,5143,Washington County,AR,120595.81472154998,,,,,2,Nonspecialized,0,507.04259204433765,rucc_econtype_lowed
70,2,True,42049,Erie County,PA,123363.52488254523,42041,Cumberland County,PA,128506.89792345822,,,,,2,Nonspecialized,0,5143.373040912993,rucc_econtype_lowed
71,2,True,37021,Buncombe County,NC,128522.84011146775,18141,St. Joseph County,IN,130423.30680018291,,,,,2,Nonspecialized,0,1900.4666887151543,rucc_econtype_lowed
72,2,True,26077,Kalamazoo County,MI,132466.00572931784,9011,New London County,CT,135369.65217729914,,,,,2,Nonspecialized,0,2903.6464479813003,rucc_econtype_lowed
73,2,True,55009,Brown County,WI,137377.9442998129,12083,Marion County,FL,139466.99755668742,,,,,2,Nonspecialized,0,2089.0532568745257,rucc_econtype_lowed
74,2,True,5007,Benton County,AR,140084.13850923395,45063,Lexington County,SC,141875.71820554975,,,,,2,Nonspecialized,0,1791.5796963158064,rucc_econtype_lowed
75,2,True,12111,St. Lucie County,FL,143251.98602957092,29077,Greene County,MO,144197.89935851097,,,,,2,Nonspecialized,0,945.9133289400488,rucc_econtype_lowed
76,2,True,13051,Chatham County,GA,145848.307682693,12033,Escambia County,FL,151266.43669998413,,,,,2,Nonspecialized,0,5418.129017291125,rucc_econtype_lowed
77,2,True,42079,Luzerne County,PA,152119.62002480362,48303,Lubbock County,TX,152478.4684035778,,,,,2,Nonspecialized,0,358.84837877418613,rucc_econtype_lowed
78,2,True,42095,Northampton County,PA,153876.69647533447,48355,Nueces County,TX,160207.94482016563,,,,,2,Nonspecialized,0,6331.248344831169,rucc_econtype_lowed
79,2,True,37051,Cumberland County,NC,160933.26092469995,8123,Weld County,CO,167646.82248522108,,,,,2,Nonspecialized,0,6713.561560521135,rucc_econtype_lowed
80,2,True,39151,Stark County,OH,173756.76683754625,47065,Hamilton County,TN,177265.10217059316,,,,,2,Nonspecialized,0,3508.335333046911,rucc_econtype_lowed
81,2,True,1097,Mobile County,AL,177291.40000007633,8013,Boulder County,CO,177322.3500411094,,,,,2,Nonspecialized,0,30.950041033065645,rucc_econtype_lowed
82,2,True,48027,Bell County,TX,178879.34689890005,37067,Forsyth County,NC,179112.7058694709,,,,,2,Nonspecialized,0,233.35897057084367,rucc_econtype_lowed
83,2,True,26049,Genesee County,MI,179453.75622993766,42077,Lehigh County,PA,181541.54078364372,,,,,2,Nonspecialized,0,2087.784553706064,rucc_econtype_lowed
84,2,True,41039,Lane County,OR,181742.8501320962,18003,Allen County,IN,188131.93113708496,,,,,2,Nonspecialized,0,6389.081004988751,rucc_econtype_lowed
85,2,True,39095,Lucas County,OH,203384.96060406417,42011,Berks County,PA,208953.37450772175,,,,,2,Nonspecialized,0,5568.41390365758,rucc_econtype_lowed
86,2,True,25013,Hampden County,MA,213813.0875464885,6095,Solano County,CA,214746.05798732245,,,,,2,Nonspecialized,0,932.9704408339458,rucc_econtype_lowed
87,2,True,36067,Onondaga County,NY,222205.48363730928,42133,York County,PA,228333.16144345832,,,,,2,Nonspecialized,0,6127.677806149033,rucc_econtype_lowed
88,2,True,33011,Hillsborough County,NH,230529.8119982481,12127,Volusia County,FL,235189.88961553574,,,,,2,Nonspecialized,0,4660.077617287636,rucc_econtype_lowed
89,2,True,47093,Knox County,TN,236400.08574615803,16001,Ada County,ID,249745.82987774804,,,,,2,Nonspecialized,0,13345.744131590007,rucc_econtype_lowed
90,2,True,39113,Montgomery County,OH,250466.8578410555,45045,Greenville County,SC,254253.17802440492,,,,,2,Nonspecialized,0,3786.320183349424,rucc_econtype_lowed
91,2,True,53063,Spokane County,WA,254562.13965927437,19153,Polk County,IA,261127.2593514314,,,,,2,Nonspecialized,0,6565.119692157023,rucc_econtype_lowed
92,2,True,37081,Guilford County,NC,261794.33889900264,12009,Brevard County,FL,266863.01580181345,,,,,2,Nonspecialized,0,5068.67690281081,rucc_econtype_lowed
93,2,True,39153,Summit County,OH,267752.26982462255,42071,Lancaster County,PA,269153.46240026096,,,,,2,Nonspecialized,0,1401.1925756384153,rucc_econtype_lowed
94,2,True,31055,Douglas County,NE,297795.45000101766,12105,Polk County,FL,317371.5447889976,,,,,2,Nonspecialized,0,19576.094787979964,rucc_econtype_lowed
95,2,True,49049,Utah County,UT,326315.5532784065,26081,Kent County,MI,341418.087109112,,,,,2,Nonspecialized,0,15102.533830705506,rucc_econtype_lowed
96,2,True,8041,El Paso County,CO,377189.871728364,6111,Ventura County,CA,408385.3084375872,,,,,2,Nonspecialized,0,31195.4367092232,rucc_econtype_lowed
97,2,True,9009,New Haven County,CT,428636.1396068809,25027,Worcester County,MA,437236.54760528833,,,,,2,Nonspecialized,0,8600.407998407434,rucc_econtype_lowed
98,3,True,4019,Pima County,AZ,464614.1549503894,9001,Fairfield County,CT,478869.6098230821,51515,Bedford City,VA,,2,Nonspecialized,0,14255.454872692702,rucc_econtype_lowed
99,2,True,50013,Grand Isle County,VT,3852.0399911254644,13191,McIntosh County,GA,4820.670095399022,,,,,3,Recreation,0,968.6301042735577,rucc_econtype_lowed
100,2,True,37137,Pamlico County,NC,5213.725143663585,30009,Carbon County,MT,5454.146210347768,,,,,3,Recreation,0,240.42106668418273,rucc_econtype_lowed
101,2,True,51125,Nelson County,VA,7054.347776032984,54027,Hampshire County,WV,10756.454791501164,,,,,3,Recreation,0,3702.10701546818,rucc_econtype_lowed
102,2,True,36113,Warren County,NY,30318.77239304781,12131,Walton County,FL,34090.35578673333,,,,,3,Recreation,0,3771.5833936855197,rucc_econtype_lowed
103,2,True,53007,Chelan County,WA,36400.59036009826,5051,Garland County,AR,40425.54597391834,,,,,3,Recreation,0,4024.955613820086,rucc_econtype_lowed
104,2,True,34009,Cape May County,NJ,41387.65842360258,12061,Indian River County,FL,60259.880337726325,,,,,3,Recreation,0,18872.221914123744,rucc_econtype_lowed
105,2,True,25003,Berkshire County,MA,60503.96973514592,12015,Charlotte County,FL,63045.44210784351,,,,,3,Recreation,0,2541.4723726975935,rucc_econtype_lowed
106,2,True,6055,Napa County,CA,65238.55311817088,4015,Mohave County,AZ,74540.7926245961,,,,,3,Recreation,0,9302.23950642522,rucc_econtype_lowed
107,2,True,49053,Washington County,UT,74814.08510049758,15009,Maui County,HI,78020.7197701931,,,,,3,Recreation,0,3206.634669695515,rucc_econtype_lowed
108,2,True,45013,Beaufort County,SC,78379.6265283227,16055,Kootenai County,ID,80395.67640517652,,,,,3,Recreation,0,2016.0498768538237,rucc_econtype_lowed
109,2,True,12005,Bay County,FL,82046.09150958061,36111,Ulster County,NY,82936.20532737668,,,,,3,Recreation,0,890.1138177960675,rucc_econtype_lowed
110,2,True,4025,Yavapai County,AZ,86989.75894744296,41017,Deschutes County,OR,95412.8681002975,,,,,3,Recreation,0,8423.109152854551,rucc_econtype_lowed
111,2,True,1003,Baldwin County,AL,102225.67500000955,25001,Barnstable County,MA,103521.7611826472,,,,,3,Recreation,0,1296.0861826376495,rucc_econtype_lowed
112,2,True,53073,Whatcom County,WA,112174.2961305445,15005,Kalawao County,HI,,,,,,3,Recreation,0,,rucc_econtype_lowed
113,2,True,13065,Clinch County,GA,2615.484903462231,45005,Allendale County,SC,3248.663686130196,,,,,6,Maufacturing,1,633.1787826679647,rucc_econtype_lowed
114,2,True,13109,Evans County,GA,3967.5787958949804,5127,Scott County,AR,4035.8136838561622,,,,,6,Maufacturing,1,68.23488796118181,rucc_econtype_lowed
115,2,True,1011,Bullock County,AL,4052.512605212629,13093,Dooly County,GA,4534.937396362424,,,,,6,Maufacturing,1,482.42479114979506,rucc_econtype_lowed
116,2,True,13193,Macon County,GA,4888.881603553891,51081,Greensville County,VA,5027.018209338188,,,,,6,Maufacturing,1,138.136605784297,rucc_econtype_lowed
117,2,True,5061,Howard County,AR,5223.485193916131,5133,Sevier County,AR,6488.97709740221,,,,,6,Maufacturing,1,1265.4919034860795,rucc_econtype_lowed
118,2,True,12123,Taylor County,FL,7469.017376850941,13205,Mitchell County,GA,8073.7391447126865,,,,,6,Maufacturing,1,604.7217678617453,rucc_econtype_lowed
119,2,True,5149,Yell County,AR,8470.922108015977,47041,DeKalb County,TN,8694.254520505667,,,,,6,Maufacturing,1,223.3324124896899,rucc_econtype_lowed
120,2,True,13105,Elbert County,GA,8766.719963163137,28139,Tippah County,MS,8967.574076384604,,,,,6,Maufacturing,1,200.85411322146683,rucc_econtype_lowed
121,2,True,48057,Calhoun County,TX,9082.77921512723,22007,Assumption Parish,LA,9212.79217773059,,,,,6,Maufacturing,1,130.01296260335948,rucc_econtype_lowed
122,2,True,1005,Barbour County,AL,9535.792112737894,47069,Hardeman County,TN,9918.518398672342,,,,,6,Maufacturing,1,382.72628593444824,rucc_econtype_lowed
123,2,True,1133,Winston County,AL,10134.537327826023,28123,Scott County,MS,10670.304776757956,,,,,6,Maufacturing,1,535.7674489319324,rucc_econtype_lowed
124,2,True,45033,Dillon County,SC,10975.86099267006,13055,Chattooga County,GA,11015.041453748941,,,,,6,Maufacturing,1,39.18046107888222,rucc_econtype_lowed
125,2,True,37123,Montgomery County,NC,11036.765738481809,37017,Bladen County,NC,11123.66193796329,,,,,6,Maufacturing,1,86.89619948148174,rucc_econtype_lowed
126,2,True,45069,Marlboro County,SC,11552.867945849895,48185,Grimes County,TX,11850.96707660635,,,,,6,Maufacturing,1,298.09913075645454,rucc_econtype_lowed
127,2,True,28145,Union County,MS,12710.19882750971,1059,Franklin County,AL,14010.822724595666,,,,,6,Maufacturing,1,1300.6238970859558,rucc_econtype_lowed
128,2,True,45071,Newberry County,SC,16121.711546182632,45025,Chesterfield County,SC,18753.37017649412,,,,,6,Maufacturing,1,2631.658630311489,rucc_econtype_lowed
129,2,True,18087,LaGrange County,IN,18825.787902355194,37061,Duplin County,NC,21325.4840171776,,,,,6,Maufacturing,1,2499.6961148224073,rucc_econtype_lowed
130,3,True,1071,Jackson County,AL,21475.40709479172,1049,DeKalb County,AL,29247.226073114165,51595,Emporia city,VA,,6,Maufacturing,1,7771.818978322444,rucc_econtype_lowed
131,2,True,13149,Heard County,GA,4952.331189677119,1007,Bibb County,AL,7893.912901331249,,,,,1,Nonspecialized,1,2941.5817116541293,rucc_econtype_lowed
132,2,True,13035,Butts County,GA,10723.422861635685,51053,Dinwiddie County,VA,12333.440067127347,,,,,1,Nonspecialized,1,1610.017205491662,rucc_econtype_lowed
133,2,True,28093,Marshall County,MS,13866.478818758158,51730,Petersburg city,VA,14764.161672770977,,,,,1,Nonspecialized,1,897.682854012819,rucc_econtype_lowed
134,2,True,1127,Walker County,AL,26193.922312548137,1009,Blount County,AL,26221.247205178835,,,,,1,Nonspecialized,1,27.32489263069874,rucc_econtype_lowed
135,2,True,13255,Spalding County,GA,28390.592176041566,6069,San Benito County,CA,28458.551163464785,,,,,1,Nonspecialized,1,67.95898742321879,rucc_econtype_lowed
136,2,True,48291,Liberty County,TX,37207.14439858042,36005,Bronx County,NY,626048.077572708,,,,,1,Nonspecialized,1,588840.9331741276,rucc_econtype_lowed
137,3,True,6071,San Bernardino County,CA,1002198.650055992,48113,Dallas County,TX,1304904.737046153,6037,Los Angeles County,CA,4947810.360091565,1,Nonspecialized,1,3945611.710035573,rucc_econtype_lowed
138,2,True,5039,Dallas County,AR,2542.4122018095222,13243,Randolph County,GA,2597.5158087685704,,,,,6,Nonspecialized,0,55.10360695904819,rucc_econtype_lowed
139,2,True,51530,Buena Vista city,VA,2987.1898028850555,54073,Pleasants County,WV,3104.1850040629506,,,,,6,Nonspecialized,0,116.99520117789507,rucc_econtype_lowed
140,2,True,51678,Lexington city,VA,3290.4577886909246,40075,Kiowa County,OK,3632.9246084729384,,,,,6,Nonspecialized,0,342.4668197820138,rucc_econtype_lowed
141,2,True,20027,Clay County,KS,3757.485984426574,20031,Coffey County,KS,3837.367807023227,,,,,6,Nonspecialized,0,79.88182259665336,rucc_econtype_lowed
142,2,True,19117,Lucas County,IA,3860.265217922628,5041,Desha County,AR,3960.179701085406,,,,,6,Nonspecialized,0,99.9144831627782,rucc_econtype_lowed
143,2,True,16009,Benewah County,ID,4059.1500025987625,54089,Summers County,WV,4351.913974930605,,,,,6,Nonspecialized,0,292.7639723318425,rucc_econtype_lowed
144,2,True,20013,Brown County,KS,4375.291912786663,29067,Douglas County,MO,4392.41819499433,,,,,6,Nonspecialized,0,17.126282207667828,rucc_econtype_lowed
145,2,True,16087,Washington County,ID,4392.440507760388,20117,Marshall County,KS,4643.0904978867475,,,,,6,Nonspecialized,0,250.64999012635963,rucc_econtype_lowed
146,2,True,19137,Montgomery County,IA,4658.879993606359,29011,Barton County,MO,4793.705691441894,,,,,6,Nonspecialized,0,134.8256978355348,rucc_econtype_lowed
147,2,True,29123,Madison County,MO,5006.209819465876,46019,Butte County,SD,5086.972803354263,,,,,6,Nonspecialized,0,80.76298388838768,rucc_econtype_lowed
148,2,True,22049,Jackson Parish,LA,5099.862176699564,29139,Montgomery County,MO,5171.647998057306,,,,,6,Nonspecialized,0,71.78582135774195,rucc_econtype_lowed
149,2,True,54103,Wetzel County,WV,5184.650794178247,47101,Lewis County,TN,5201.893878623843,,,,,6,Nonspecialized,0,17.24308444559574,rucc_econtype_lowed
150,2,True,46079,Lake County,SD,5352.044794566929,19165,Shelby County,IA,5422.481727138162,,,,,6,Nonspecialized,0,70.43693257123232,rucc_econtype_lowed
151,2,True,29039,Cedar County,MO,5847.211975574493,39115,Morgan County,OH,5881.964882264612,,,,,6,Nonspecialized,0,34.752906690118834,rucc_econtype_lowed
152,2,True,17125,Mason County,IL,5984.546626362593,48353,Nolan County,TX,5999.078997217119,,,,,6,Nonspecialized,0,14.532370854525652,rucc_econtype_lowed
153,2,True,19029,Cass County,IA,6062.2313886880875,12079,Madison County,FL,6157.466795176268,,,,,6,Nonspecialized,0,95.23540648818016,rucc_econtype_lowed
154,2,True,29117,Livingston County,MO,6167.923418581486,37041,Chowan County,NC,6271.228012263775,,,,,6,Nonspecialized,0,103.30459368228912,rucc_econtype_lowed
155,2,True,17189,Washington County,IL,6297.470713701601,5037,Cross County,AR,6311.1197290086275,,,,,6,Nonspecialized,0,13.649015307026275,rucc_econtype_lowed
156,2,True,1057,Fayette County,AL,6320.869009166956,20011,Bourbon County,KS,6433.673414230347,,,,,6,Nonspecialized,0,112.80440506339073,rucc_econtype_lowed
157,2,True,31185,York County,NE,6591.214718066156,19005,Allamakee County,IA,6702.480013214052,,,,,6,Nonspecialized,0,111.26529514789581,rucc_econtype_lowed
158,2,True,21161,Mason County,KY,6751.877704285085,27113,Pennington County,MN,6832.529193446477,,,,,6,Nonspecialized,0,80.65148916139151,rucc_econtype_lowed
159,2,True,19145,Page County,IA,6855.678882241249,18159,Tipton County,IN,7054.687165886164,,,,,6,Nonspecialized,0,199.00828364491463,rucc_econtype_lowed
160,2,True,5075,Lawrence County,AR,7081.93457962852,54091,Taylor County,WV,7082.728511430323,,,,,6,Nonspecialized,0,0.79393180180341,rucc_econtype_lowed
161,2,True,5047,Franklin County,AR,7298.506585353985,21079,Garrard County,KY,7300.823418103857,,,,,6,Nonspecialized,0,2.316832749871537,rucc_econtype_lowed
162,2,True,31131,Otoe County,NE,7429.931546239575,18139,Rush County,IN,7453.177603259683,,,,,6,Nonspecialized,0,23.2460570201074,rucc_econtype_lowed
163,2,True,29053,Cooper County,MO,7523.64748030901,28131,Stone County,MS,7574.2960141301155,,,,,6,Nonspecialized,0,50.64853382110596,rucc_econtype_lowed
164,2,True,1013,Butler County,AL,7574.814553126693,35028,Los Alamos County,NM,7604.054997369647,,,,,6,Nonspecialized,0,29.240444242954254,rucc_econtype_lowed
165,2,True,13229,Pierce County,GA,7640.78821656853,8089,Otero County,CO,7755.400830373168,,,,,6,Nonspecialized,0,114.61261380463839,rucc_econtype_lowed
166,2,True,27065,Kanabec County,MN,7766.9432530626655,5057,Hempstead County,AR,7844.009679514216,,,,,6,Nonspecialized,0,77.0664264515508,rucc_econtype_lowed
167,2,True,29163,Pike County,MO,8036.468772366643,37091,Hertford County,NC,8273.182408756882,,,,,6,Nonspecialized,0,236.71363639023912,rucc_econtype_lowed
168,2,True,22085,Sabine Parish,LA,8438.44511590898,47151,Scott County,TN,8450.151743352413,,,,,6,Nonspecialized,0,11.706627443432808,rucc_econtype_lowed
